frame,t_s,t_b_s,a_p1_ok,a_p1_x_px,a_p1_y_px,a_p1_x_mm,a_p1_y_mm,a_p1_area,a_p2_ok,a_p2_x_px,a_p2_y_px,a_p2_x_mm,a_p2_y_mm,a_p2_area,b_p1_ok,b_p1_h_px,b_p1_z_px,b_p1_h_mm,b_p1_z_mm,b_p1_area,b_p2_ok,b_p2_h_px,b_p2_z_px,b_p2_h_mm,b_p2_z_mm,b_p2_area
294,3.267151,3.267151,1,1141.553589,487.360992,123.126854,52.566280,134,1,846.144165,489.831848,91.264290,52.832783,66,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
297,3.300476,3.300476,1,1143.255981,522.783081,123.310478,56.386875,139,1,844.748657,491.265167,91.113770,52.987381,85,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
301,3.333801,3.333801,1,1141.764526,556.684082,123.149605,60.043404,128,1,843.015503,494.033569,90.926826,53.285976,99,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
304,3.367188,3.367188,1,1138.260132,590.979431,122.771629,63.742466,125,1,843.211609,494.684479,90.947983,53.356186,84,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
307,3.400513,3.400513,1,1131.967285,623.896362,122.092880,67.292854,135,1,841.285522,496.681152,90.740234,53.571545,81,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
310,3.433838,3.433838,1,1123.236694,654.102051,121.151222,70.550804,131,1,840.241699,497.297211,90.627647,53.637993,87,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
313,3.467163,3.467163,1,1114.207886,683.886108,120.177376,73.763283,126,1,840.236938,500.122192,90.627136,53.942692,72,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
315,3.500488,3.500488,1,1102.124756,710.464722,118.874092,76.630028,135,1,839.840515,499.724823,90.584381,53.899830,35,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
319,3.533875,3.533875,1,1089.345215,735.412109,117.495712,79.320831,129,1,837.458862,500.893585,90.327499,54.025894,80,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
322,3.567200,3.567200,1,1075.421875,758.157471,115.993958,81.774124,139,1,834.536499,499.952209,90.012291,53.924355,79,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
325,3.600525,3.600525,1,1060.683960,779.672668,114.404327,84.094727,138,1,834.752808,500.199097,90.035622,53.950989,78,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
328,3.633850,3.633850,1,1044.382202,799.112427,112.646049,86.191490,139,1,833.203491,500.497711,89.868515,53.983192,73,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
331,3.667175,3.667175,1,1028.306030,816.822693,110.912086,88.101692,137,1,834.345398,501.935364,89.991676,54.138256,74,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
334,3.700562,3.700562,1,1012.055298,832.310852,109.159294,89.772232,136,1,833.638062,502.247131,89.915390,54.171886,80,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
337,3.733887,3.733887,1,994.720337,845.476501,107.289566,91.192268,135,1,832.998352,502.575287,89.846390,54.207279,90,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
341,3.767212,3.767212,1,977.220947,856.516052,105.402100,92.382988,136,1,834.614014,500.095032,90.020653,53.939762,80,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
